B1_sleep_hours,B2_study_consistency,B3_social_activity_freq,B4_screen_time_hours,B5_routine_irregularity,stress_level
7.968977865087423,3.5648783508129545,3.7603613429352825,3.368327057966852,1.531705405602032,low
7.076448458107141,3.728060534937499,3.7648425424718965,3.504555501945751,2.4725043908419,low
6.2175900978512235,3.5231606199116707,2.204426264332115,5.400665835244911,3.580635232067684,moderate
4.441999877453813,2.4636037749016717,3.279818333102386,7.9597912398624775,3.963803660302139,high
3.986818998081355,2.2954025719821955,2.1119395977214457,9.394091787697983,4.589431742399471,high
4.811913005521503,1.9703436007052841,2.8132653705120854,10.921372039735441,4.5512786969203285,high
8.302206260243683,4.406787135741632,4.218016984012408,3.5947864596080117,1.2887047164206438,low
5.263132312073309,3.2859617803943877,2.6107221405331904,8.154588956302245,3.5472914375860674,moderate
5.325658020525363,3.0527205822484365,3.615461111631689,3.909358445424996,2.6026531084052444,moderate
3.8322404578007627,2.5841997320424097,1.4933045648267864,10.059634908344094,4.617296496030767,high
5.930059012933787,2.607622119817847,1.1331128619146555,3.2894632143161586,3.1460393498403234,moderate
5.792795055558427,2.8203972553489667,2.207279134981186,6.703470089683453,2.0285569079291013,moderate
6.824999071426069,2.3262257705357223,3.3246199107845946,9.110479739923715,3.701562065442103,moderate
7.884114722713289,2.754046820520075,4.157891887657127,1.9154132190115554,2.069987004807929,low
8.96953082265705,3.5948783748341357,4.595899902391352,3.038904904543316,2.709864060353642,low
7.112664453333137,4.148339608907371,3.6472295810125726,3.2114753635155884,2.5565623941377904,low
8.170501254315505,3.5581485532261863,4.56490579736113,2.8306743848126916,2.194732806259908,low
6.424594752427225,2.069388352591167,2.673785084005326,5.841290945637191,3.336197506939354,moderate
7.127602710212387,2.8173439422859996,2.300326351946902,6.365525115336523,3.5012261963413387,moderate
5.281737783955952,2.5419364096136037,2.667989706895793,4.756112273256459,2.823958145361616,moderate
7.593348647312583,5.0,3.7638723865520456,3.8472309883485334,2.4269236874726565,low
5.229490422710865,3.614707605256014,3.308268853012434,7.059910893823123,3.887754224190561,moderate
6.574976356749432,2.9550076810415113,1.3155517159801833,9.221980177020544,4.150076644548664,high
6.074941381690277,2.4772703567845116,2.76170689420551,3.7445310933409375,3.4717195611917484,moderate
6.797478106457,3.8642566283703066,3.7766253820923716,5.064278081369705,1.7947231863086572,low
7.495902506623943,3.0055128029256015,4.718085790019667,4.668396213612908,2.145327905999937,low
6.669040193273121,1.9818611309701983,1.0,8.511112949143667,4.994781431539329,high
5.791423750235674,2.9831501549375807,2.5982001793108767,5.990162514379504,3.9455521731272336,moderate
4.705714432766201,2.4743340454632254,3.0956023133877517,5.978112259146546,4.104753368656143,moderate
5.714103007198034,4.200577860954092,3.615970462918673,6.6497245355845385,3.585590430176431,moderate
5.462160024252147,2.1511485188153134,1.6277859788764841,10.76412087915557,4.538340431787395,high
5.511608814938679,3.095068830299841,2.4380900425319476,5.10284979650247,3.155572584920945,moderate
3.9768813495053834,2.0308339887511404,2.1125439163461,11.116101914983885,4.40239116505003,high
5.022371462746282,3.1021061659151594,3.1425687572568863,7.442960536037409,2.915158397504773,moderate
7.750811077960156,3.8796598569758673,4.544437172359448,4.683363580352921,2.0811316671037217,low
5.032421568297504,2.042727115851694,2.7102779403062525,8.891000244693817,3.6878420247289476,high
6.297947018427379,2.349233626538257,2.1392325326945985,4.292881966340081,2.029824359901032,moderate
5.82768575424007,3.5791022956371994,2.50137651185863,6.926896652948629,2.6020957496179413,moderate
6.153704182707356,4.108486480528585,2.8156261455811658,5.440249278198329,2.3996017994846937,low
4.538940803456473,2.091413375514309,1.4986944488782203,9.116846295813883,3.897310722921597,high
6.268322794746808,2.1169125892054885,3.161691973053926,5.798326929465229,3.5391331680855695,moderate
6.477649940544304,4.571502670185236,4.008437226421278,2.404546415937407,1.7854215697375106,low
5.242165991714218,2.7224665702052517,4.737205124422582,5.57202778213329,1.9398228611219674,moderate
7.2210199422012495,3.753847062712462,2.8690391624755254,3.193001514391012,1.2983657310925278,low
6.084286290503822,1.363579355604521,2.175283993606577,8.467045436067725,4.993804778139413,high
4.959407847004527,1.6663066945456733,1.8759401597846623,8.730533334121375,4.220592595985508,high
6.092881886655651,3.853263809954134,2.9641017815374684,4.8543900183331345,2.603358542515716,moderate
6.648149561530131,2.826074630715078,3.0541064734001613,7.292655608561613,3.182080140490002,moderate
7.37639545660008,4.738689245046329,4.191242815996486,3.922441366163509,2.382683404093747,low
6.407841109515279,2.2283219779747254,1.0925252529991691,6.4751335485500565,3.1907992166484282,moderate
4.953483324705571,3.0196171351519623,2.1401240598280618,5.511064552272543,3.6276313506287394,moderate
5.657743700616556,2.4033989349029286,2.1211397234194482,5.796652077113712,3.1362976790324795,moderate
4.2836972782274225,1.653883174965083,1.4085365556682152,10.403905045674904,4.270909659717606,high
4.306489015921483,1.1780262605012397,1.8420257455160352,9.547734059402622,3.281426614289126,high
5.364398640134249,2.482774061640029,1.557299806688148,8.866970313398399,4.0165358727565454,high
7.30443774345232,2.7300177708812106,2.6493955839602097,5.28750518678173,3.344017482103767,moderate
7.158197882930772,4.076902986680373,5.0,4.825615058483036,1.4401503305286811,low
8.014661435751236,3.101156349470926,4.696990970129947,5.395022603577958,2.161591467783899,low
5.314673264373039,1.779192449988846,2.314360407320751,10.70840284156176,4.722788699332388,high
3.981902074937654,2.2225142070739,1.2209105865503316,9.341261223638318,3.6112582748859943,high
5.884030884324924,2.7947082655607716,2.029537115035948,6.89838133562694,3.6168321392395097,moderate
7.150684767107083,2.3034528261679568,2.593956593530925,7.195250779641081,3.065221291688046,moderate
6.648693503576482,3.3952784210197158,3.7581492423324936,5.216128193662895,2.999328166801266,moderate
5.548814718910965,3.8869673614296354,3.023366383816502,7.294201126611487,4.474946163441936,moderate
5.358335154538222,3.295643319983111,1.0,8.150987747181201,3.4761696042588146,high
9.001475689025336,4.2788914900832715,3.9176724012024153,3.3818647972305445,2.352690447836875,low
4.039211581520188,1.8748183665908082,1.682123992413631,7.844446414904408,4.189532240729701,high
5.859862319175182,2.4212826972950094,4.9011317781235455,2.183194790543548,1.4516091583526491,low
5.135093004054275,1.6026480777999739,1.3799927238096867,9.261063620685604,4.51507574582006,high
7.1934501430912094,4.028250759866585,4.357855270183274,4.453918703498753,1.474465307932905,low
3.074865715411431,1.434979502457589,1.0,7.786548806648769,3.8929900726953135,high
4.695776841025411,2.664487558802558,1.0,10.383127834088958,3.6028598670401126,high
5.499126928978631,1.0145429685672087,2.2542831946831394,7.554722722385799,4.82539331911198,high
5.482212910555467,2.6637303187181547,2.8093489140805707,7.258398445920024,3.536279247561274,moderate
4.363742314605905,2.082750274707536,2.4586594993535784,7.81554709902134,5.0,high
5.71265156389407,3.2910563210982677,3.3525565889687936,4.776001117101258,2.245570515011178,moderate
5.088404562461434,2.068629018057041,1.6954577453134034,11.542353412449486,4.446865770279194,high
5.7081898233606045,3.0194022148262025,1.6336860041465004,10.114934334901452,3.915390450407462,high
6.441840310116478,4.656079851225512,2.3757507913296987,4.420187446141092,1.0,low
5.049609761748194,2.6083939449681353,1.0,10.815099521773883,3.7579104776656953,high
7.038963885561685,3.516317824776867,4.344567714998281,8.738950153261591,2.4571154980713468,moderate
7.310519788392252,3.431358475892501,3.781777568424287,5.820552182225824,1.5878311550318134,low
8.23272203388481,3.2634249882033344,3.8585417282274173,5.284877947623035,1.548690753644977,low
5.170219335930577,2.2352289587906964,3.660563002355073,6.6243134982652965,2.8992755583442134,moderate
5.308425553145621,2.58602381572017,2.4110088237160645,8.90701911433622,3.8847910304606716,high
8.00047231517387,5.0,4.271392198883411,1.7997894888837511,2.0182188902057776,low
8.310172654255863,4.643647603380568,4.581722300367582,2.4669899857717157,1.8241539012002779,low
3.4925182079140673,1.7327016599336498,1.0,7.93640603018903,3.4035325985687326,high
6.462543506324638,3.5197351205151173,4.3301046364923375,7.407057508729256,2.0013861640018797,moderate
6.708369503974509,4.397197201369488,4.831407565283356,4.668672953860881,2.05667783894828,low
4.494537035726875,2.3077950501601436,1.7269945851531048,7.294325247953182,2.882626601515387,moderate
5.029674016580414,1.575934220190291,1.9790828195271573,7.190485124901056,4.009119760298658,high
5.3972175424827915,3.614459303904615,3.243395078719144,4.454455800323114,3.5334763905162045,moderate
8.13467778815994,5.0,2.806043448789138,1.8623100173581215,1.7307006724206393,low
3.5741542522326126,1.6576441685415588,1.3042786313053591,10.707429787476174,5.0,high
7.622050009681975,4.349421673384166,3.6095897787533495,4.70901292518387,1.786388834804612,low
3.4069504505340795,2.385593969889505,2.474902484487466,9.130304512160816,5.0,high
6.279871539210321,2.045850731773974,1.6062013379094129,11.641113812701846,4.13932325579489,high
5.823178657996895,3.1190286963758638,3.2882418183446998,6.107533662422146,3.306908221151515,moderate
6.976682847945763,4.582482541590673,3.37395776774573,5.046133099181903,1.7499307300640439,low
7.205400834569575,4.431022762593661,3.746717224040961,3.7208693975258784,1.604672993088281,low
7.554063255591113,5.0,3.726675235376033,0.0,1.0,low
4.372938359742864,1.4853510642173742,2.749260814943716,11.073183951112647,4.970544518159893,high
6.292642554481871,3.5764405845566785,2.947970532533787,5.30357066539978,2.931987601296116,moderate
4.0683233778238375,1.7757945680795926,1.4330477389256964,11.366061290451979,2.87316762234952,high
7.808677242045201,3.327106508845327,2.6289859917220784,1.5797529811478273,1.7023206020204358,low
4.275305504702339,1.574043166185909,1.9764963380031069,11.544048306784438,4.494079030570366,high
6.777658257530379,3.9247948290364003,2.7514722092000716,3.4276977843184557,2.0261686714172233,low
6.120782113189772,2.9938823306249724,2.8391575450926805,5.490106183203632,1.6589787012608004,moderate
6.848981817401698,3.591769580135761,2.64421337156587,5.476872797123995,1.8519033251528771,low
7.174867986892307,4.582520286538617,5.0,4.037988879167791,1.1263389406374031,low
5.493628903885287,1.4496678365446687,1.0,12.221268413485307,5.0,high
5.981351190840892,3.3714630110789114,3.5565993434656096,7.583042743686478,2.4866841282548546,moderate
6.624403809276096,3.3491102635842473,4.364070372338377,4.997400783894969,2.388143888771122,moderate
5.346086978610935,1.968503319674372,3.1395572369448903,7.492733351870784,2.4508645673080056,moderate
6.118143661446121,3.4221166031551435,4.453239283496632,3.954611124150073,1.5914859526838885,low
7.626831752861372,2.997886624760092,4.294132019107456,3.0051957533543234,2.772042185481631,low
6.170194965268889,3.3311152629187752,3.704180525961071,6.281066079219494,2.7476949939378654,moderate
6.826923670320042,3.1642823071941115,3.4378666311982626,3.7863878045386974,2.955138647061163,moderate
7.209556922747943,3.238644275364645,4.8762075059956365,3.7753780585563277,1.0,low
4.275226786258598,3.461541724822277,2.830951902030128,5.635046578894075,3.7739578191709446,moderate
6.0812035250385295,1.2497706321235436,1.630991028668389,9.435848140632903,5.0,high
4.094271935876632,1.1717449675401275,1.0,8.39547267331556,5.0,high
5.925572142890488,3.3933708367028297,2.4349229486495316,4.362763013282026,2.5833208548447884,moderate
6.373563292596312,2.5396697588816157,4.394201313989269,7.833210593892517,3.0849940184346156,moderate
7.03397274820399,2.5593673455652195,3.1343275108297393,7.473639313738312,2.3483558504325126,moderate
6.458256394510146,3.568260893577631,4.378792127563172,5.972357804628894,1.3954725229652947,low
7.123701876565764,4.841082933593423,4.411081416761954,2.6454775497452734,1.3647650867952148,low
4.326143973135497,1.0324476166948402,1.642596829254969,8.340681874899348,4.646399645070808,high
6.128136536271557,2.8374638237574374,2.896743590547296,7.726603607164536,2.529959367662028,moderate
6.068131110914932,3.386735047190388,2.8473698806438965,5.433550885383238,3.1077880084680323,moderate
6.313441691344012,3.407114370840017,1.6035417272628911,7.71925563098006,4.051588532730563,moderate
6.702202537918815,4.337526824469041,3.3254530889418374,3.6454135391593545,1.4031498646159104,low
5.155525915168906,2.7721941174910962,3.1446078383566256,5.9407744352190965,2.601247996644842,moderate
5.257238215854304,2.9793150809792204,3.1531112533637278,8.03551339056423,2.529444894650892,moderate
4.745169250762858,1.4573184513841577,2.674539142739749,6.87697615125669,3.008580506287429,high
5.414998267787921,1.7063951963643726,2.8298417171064227,3.694561099547415,2.6339406803657317,moderate
5.1420209691437515,1.811036529342792,1.0,8.68403651786519,3.5053706751538667,high
7.218293159609416,4.6384648146831875,3.626583356984693,5.75860985624486,2.1143705725156026,low
6.543328283528768,3.239233237728688,3.6952147689392265,3.9492637420475156,1.836281068870421,low
8.203518379890262,4.906447133386616,3.275984363827921,2.5978929826238,2.3320554326428433,low
7.606128770329597,3.3471969802891,2.2408359785749123,5.684595238379643,2.9846165637913953,moderate
9.203397689622639,4.0479734586311915,4.091740478232301,3.517433458325083,1.7135834039671942,low
3.667074186284097,1.220992365132294,1.1878374270004926,10.690933741999482,4.073028869581476,high
4.724965356869219,3.286221076335875,3.7806173022190763,6.377953131226869,3.240185944985804,moderate
6.194466839238735,3.37764240366132,3.294178822689171,4.658358081289949,3.9764408036788117,moderate
8.781423113056732,4.158517239164317,3.7543333324474153,3.0958016388312886,1.0,low
7.298418097434491,3.4665754124760584,3.416874294042792,5.338134668721263,1.4302241470847352,low
5.699586406671743,3.3986122045439586,2.8438888122657,5.031522179656666,3.0689603469486078,moderate
7.844656802406306,3.8890320945802355,2.311053768349357,3.5908559455482005,2.1397126551449,low
6.988897721405326,4.339726812082302,4.22358018465386,5.144649186336959,1.4229091619179264,low
4.956109352471747,3.615208820554653,2.7313485020272443,7.866792223098028,3.467921767513666,moderate
5.889891492730973,3.926095713608732,3.2120922947506054,4.879422938092612,2.799527559971815,moderate
5.834439156862036,1.3543926871793082,1.9546639086583342,8.866531256943043,3.83881431702312,high
6.710800971648596,2.777533098322763,2.283136393386024,6.860531866259672,3.495428184855186,moderate
6.970459247146679,4.985730410916316,4.437559640873707,1.6631416912919523,1.0,low
5.04566017937705,1.6432413653752476,1.978480098487612,8.291134850015155,4.842951111216331,high
5.316327490799985,1.9029628131350986,2.83618882500003,6.047424982298501,4.580844452649,moderate
5.097467575728835,1.0463671242791772,1.0,10.353203233942022,4.951795550123819,high
4.558991474347926,2.6501309566183853,2.9056450687645468,5.9089832835433596,4.105290395140958,moderate
4.1490878826532445,1.9593171894698833,1.6255735138472236,6.754002116024717,4.666601175895155,high
8.166698279067475,2.8823974212929904,3.3522355183682673,5.1475334988379915,2.980515405649527,moderate
4.209162503863149,1.6438628216621274,1.5006097145895871,9.106846762140481,3.904301382296038,high
7.710973763485216,3.494031168342419,4.8714631650525115,3.1205627545025747,2.32683514734492,low
5.0585616849327275,1.1364988907087294,1.1309258621600033,9.773528563500008,4.28279302739512,high
6.277945300578678,3.1767557055350273,3.3907558240873485,5.2392550163948854,2.5495652290409323,moderate
6.740073281833344,3.6262460386322966,2.2333823896318705,5.214021798966597,3.1989250170802155,moderate
3.9740619229497662,2.6526455628418706,2.156527466388126,9.349601961233944,4.217663978898246,high
5.103261008454171,1.4105641481752325,1.0,6.554342132331447,3.653358185171642,high
4.058282350794471,1.8819613698076205,1.8731790630499456,8.986432255386044,3.7313881986164947,high
6.464579698596289,2.840151879554894,2.921104997756558,7.417857916914572,3.660222408418334,moderate
5.410432883546032,2.728829412087895,2.456844494972857,5.293082354341459,2.663730714123376,moderate
5.755630785219981,3.094339706061716,3.673047994799715,4.993688349523335,2.583574005685415,moderate
5.401575916757408,1.0,1.1585488058498083,7.541114543932381,5.0,high
5.823532057550002,3.0186283202931325,3.5734583422704076,5.886952031712172,3.451430239627607,moderate
5.931339352004579,3.2612750015744507,2.49605969671878,5.600734804988479,2.174374001056111,moderate
6.515014471395283,4.01795200978251,3.435875308087113,6.237789149167317,1.8629724900312714,moderate
8.677193578394526,5.0,3.7141279609216915,3.192015060320297,1.4264759084006682,low
7.2470059261251345,4.980026756819376,4.313669554755342,1.9675802660357262,1.2722942228046346,low
7.091017938128265,3.1472226053971992,2.7408360829419682,5.859296660180135,3.8585514112946115,moderate
8.914343930863907,4.2961143559902455,4.7952340784888,5.26641747978816,2.0797065973183866,low
5.69296023641426,3.1387692136460186,3.312044685558654,5.475888519990937,2.7638175172217734,moderate
6.954490349021627,3.439456685857703,2.9941026718475925,5.29542157970595,4.496356203436793,moderate
8.539382638228853,4.3180656579941745,3.8284575441665085,2.624855676351606,1.0,low
7.36924568118039,3.302963501863677,4.027239244831022,4.990351996176573,1.0,low
4.906797752751596,1.8829340552845817,1.3219332318247623,7.387322965048943,4.22015413479324,high
6.251292720209988,3.123246316176756,2.918631709835282,4.938168866948667,2.189747149166769,moderate
5.219695894953375,1.6173133153520838,1.1607952402565713,8.525988922167478,3.7798885840459873,high
7.03273540370135,3.43491280293372,4.284800381843567,8.361485094982136,3.902704031153536,moderate
5.803593559093295,2.9761762305918134,2.979661111498583,5.420109808003516,3.5143262121339673,moderate
8.239971253890793,2.630370584666325,2.8078943876330618,6.014277760357122,2.1225255690875082,moderate
4.110316185345865,2.1345455056948897,1.0,6.1401568228398045,4.754898530336904,high
4.845828485000817,2.8435029249572503,3.340777865307932,2.9747702639710965,2.3483792681795115,moderate
8.100360956645165,4.718296808218913,4.892113051858868,3.323069012098199,2.0521360256847516,low
7.303777723246312,4.147743497368494,4.195003140158264,4.337380206800006,2.6803087504254255,low
6.381865499763856,2.3334413428705676,2.8093630689011038,5.744552053482461,3.012022374519787,moderate
6.342543225096861,4.328491569475147,2.585716666078032,7.349776907678965,3.485128649761211,moderate
7.624343462134773,4.10421101554679,3.0604773835403654,6.44890891049107,1.0281639989497817,low
7.100563521168678,4.399842223570953,4.447738486648531,3.6420174960658454,1.5537960159929345,low
5.221619685817117,2.5260081876794382,3.6804452656086095,5.111980657939273,3.1345736396501547,moderate
5.78759475648258,2.3625137530498543,1.946892950118713,11.712595582465175,4.046251446506498,high
6.789488871396343,2.980597728782871,2.5285484311154964,5.647210559188758,2.5910312684817396,moderate
6.8870358245156815,2.3296034387692353,2.535372495787966,4.676189807930364,4.03645097197686,moderate
6.302156805901342,2.482088602593434,1.8991647916245378,6.318086503133555,3.5822987885182385,moderate
6.549103608748807,1.8474504444628912,2.441557006476611,3.8582548112383295,2.8942721646228144,moderate
4.964345779288006,2.9800231562898376,2.7726307551484126,4.875054318267615,3.3325980027794344,moderate
5.5416288491491486,3.3390920272858615,1.246368018963863,7.758995650804677,3.480431473001793,moderate
6.04762071459574,2.718098094900764,3.227591441487598,7.176837221942141,3.1669997637423024,moderate
5.298558155395791,2.0688852867760237,1.0,7.894692175421305,3.7181091620429045,high
6.097932679337829,2.161822765349321,2.2792973510330556,3.508423292226326,3.5231852998314044,moderate
7.049018584206209,3.4662437753945388,2.370140657258942,6.183519724482432,2.7317564448792813,moderate
3.7755059457351514,1.0,1.8087606863096264,6.295498018358673,4.888643679215099,high
4.515789462460495,1.899367290139591,1.602584585405896,8.173799739519566,4.078326797305751,high
7.524505194075534,4.2596864838094435,4.177019370478929,2.117301390467879,1.0,low
5.354026759075159,1.0,1.7411738255019218,9.157831038409737,4.1867534721932635,high
7.252522768223809,3.925380341425905,3.8831504489240043,4.0325752512597255,1.6691825231373467,low
8.352784184630115,4.868755466746427,3.7397983123900134,2.3532497991183225,2.349558181367759,low
6.400083353304014,3.666721612061449,4.466600868026673,1.7987789958085163,2.014391653626376,low
4.903486701219159,3.05675551977462,2.178775322680488,7.818877296204914,2.7087622782515264,moderate
5.033587589014385,1.7075800100544802,1.7776198462255706,9.956198146147635,4.27770352903967,high
6.5851417472185085,2.7259140115568017,1.4962606731626433,6.282672539894239,3.3006512595734794,moderate
7.059894568596106,2.8487623107579862,2.9938710726535556,6.44175114683756,3.6844876736168284,moderate
7.322221842320982,3.101456504491482,3.8686303063500835,4.082193335054885,1.962057260518372,low
6.39736910717591,2.741724999922825,1.5075640922156637,3.647497940407602,3.038753794165933,moderate
5.8557768061889055,3.0613539957884495,3.8514204762901914,6.378566761470942,3.435617419823485,moderate
5.882593191141985,2.9434832547895002,4.154766828470376,4.7092991498158785,3.685553533674069,moderate
4.731805671186158,1.316569100032325,2.0314558276530024,8.847630765432907,3.198093878574956,high
4.048633962505648,1.1526256877708199,1.7424028622763084,9.60896154150035,4.2527585246563735,high
5.176649167095346,2.964520163509121,1.4932254665525881,10.138565128477206,4.353361324533571,high
6.1043312104206455,3.5061914038408006,4.66335472689381,4.525622876162674,2.1379878441098548,low
3.985171308586351,1.4996291124068082,1.8564886252725032,10.203878346700263,3.8919585075829537,high
4.84019245286712,1.0514233205137247,1.4607245857027857,9.007955576452774,4.300162062452908,high
7.73679519174968,3.8876469522867536,3.5267878860230417,2.026400143013003,1.993678478455949,low
7.136013215727376,4.0293816971759435,4.178649391799112,3.2248488157372304,2.0429130525814254,low
6.250719429720741,1.6980753098521566,2.5856405811625782,7.347246243307369,3.9298122977471333,high
6.201399549490561,2.9468316328480997,2.6500075402118743,6.571370987578857,3.917588087380377,moderate
5.433733327475807,1.4246255361591624,1.283888082407694,8.47154628857484,4.747850931779777,high
5.718794538902227,2.1275273026434873,1.5406821304226286,11.850021991447331,4.266714390246199,high
8.03230808717823,2.8139379380204135,4.21985405670886,4.544666731303671,1.9018239270856874,low
4.0325761968286615,2.011201772362579,1.5472435543480616,15.026474243590691,3.0050502023512435,high
7.675506001091085,5.0,3.944189305300234,3.318502823904349,1.0,low
3.8170359056217373,1.868022322815134,2.0284682491319805,7.375307977610493,4.267975093342893,high
4.524418128925607,2.1815060029595594,1.4676063560552304,8.255001853023053,3.8886358045850424,high
7.346956540094708,4.706631114291192,2.2046789607256034,3.5415342490223067,2.15613281694334,low
6.398651081954953,4.484818253077921,4.040792031654813,3.743330057902841,1.1551403917093717,low
5.805570002202452,1.9151135718775525,2.3490542247294863,6.511198710080276,3.4916685435707384,moderate
6.455167526594962,3.130363894937174,4.120332410989257,4.747092256595295,2.677683723591949,moderate
6.687536735033967,3.8369995723147614,4.110683359433576,3.4983288182679813,2.915696884573987,low
8.170791362989076,3.5295695322062355,4.238553985601474,2.7267594557443724,1.5721880849144634,low
7.830186089276791,3.4967956844431107,3.271589763241297,3.221276804090918,2.1357242223696997,low
7.862224585018502,2.945075988349075,2.2749987846260415,6.372958453780386,3.0471706017190727,moderate
8.669155433793762,4.472379347585218,4.273885261953264,3.7164367316316778,2.077327493406375,low
6.5836898657495375,1.8156996780846217,3.147440124038512,8.048380869821859,3.4239195077386966,moderate
5.291500647803202,1.2129354719751393,2.1467368031143885,7.032024627517504,4.369881049030853,high
5.933735267592365,1.5910981254979952,1.0,9.684289413044464,4.318680911766986,high
6.067311141922505,3.5979329306990424,3.38416788315834,5.721860912980945,3.852976186849325,moderate
7.831527546620797,4.0864533954381566,4.701221778356055,2.354249819443014,1.3212703418289031,low
6.519515388986202,4.311195389649229,4.94543758466686,1.588646888334167,1.0,low
7.602272322533828,3.999326296586474,4.534048537635855,3.229482260926281,1.3725977613523748,low
6.266807326941415,3.2322352376374464,3.3532384072492927,5.711924979002466,3.9271392910179355,moderate
6.920146643821857,4.085348725249663,3.155409916146777,6.275227919421776,2.721719735189139,moderate
7.897728595243011,4.705092040134037,3.078218852259231,4.240177039627736,2.023831391060507,low
5.140775391454232,2.481164838991913,1.8089218095668913,9.854200406361965,5.0,high
6.416574099109861,3.0344460428628945,4.436491583420516,7.335855391719968,2.218839257901897,moderate
3.577010478669286,1.1858113429800654,1.011347705130233,10.139239609672215,5.0,high
7.167714191856252,3.3138853098925614,4.6515867584453705,2.4689527777093163,3.1859066532540465,low
6.9167329298051135,3.2605445566916917,3.4729756579399655,3.3020746695245378,1.9421691669275698,low
7.3209129464956,3.6179102882091527,3.6631312132942115,4.040380733652576,1.6696643050687943,low
6.681432792119911,3.6134443352162835,3.2788265391821665,4.068799092621044,2.2071815570128384,moderate
5.7940455226850105,1.085709747186987,1.7806679002604162,12.460659715800041,5.0,high
8.008120757451524,4.121348009587364,4.3841171732048885,2.89956670712372,2.325926162448912,low
4.595223526173101,1.838386626821313,1.0,9.449832478917598,4.251335706070383,high
6.080728103650722,3.9352897486794514,2.433359055021135,5.250096984907193,2.8982695705797337,moderate
8.728604793596794,4.097755451301477,4.174151116860758,3.010000204607997,1.8565098349393874,low
7.934523414644156,4.382620037418156,4.4894377121864215,4.563672751481543,1.1992251403460736,low
5.766737413186046,2.2651771334096757,3.2351209191846797,3.5328411501302903,3.4529171354844257,moderate
